Event	ID	Name			Wwise Object Path	Notes
	303710254	Push_Corpse_Box			\Default Work Unit\Interactions\Corpse_Boxes\Push_Corpse_Box	
	322824134	Stop_Scry_Idle			\Default Work Unit\UI\Stop_Scry_Idle	
	381528817	Riven_Weapon_Woosh			\Default Work Unit\Riven\Riven_Weapon_Woosh	
	409018542	Grimoire_Close			\Default Work Unit\UI\Grimoire\Grimoire_Close	
	528446302	Riven_Idle			\Default Work Unit\Riven\Riven_Idle	
	529906916	Mother_FS_Stone			\Default Work Unit\Mother_Footsteps\Mother_FS_Stone	
	538681077	Grief_Intro_Music			\Default Work Unit\Grief_Intro_Music	
	603848811	Weapon_Block			\Default Work Unit\Combat\Weapon_Block	
	867008933	Stop_Riven_Feed			\Default Work Unit\Riven\Stop_Riven_Feed	
	1040915358	Grimoire_PageTurn			\Default Work Unit\UI\Grimoire\Grimoire_PageTurn	
	1141296488	SFX_Weapon_Woosh			\Default Work Unit\Combat\SFX_Weapon_Woosh	
	1271950611	Stop_Riven_Idle			\Default Work Unit\Riven\Stop_Riven_Idle	
	1437644755	Play_Stone_Run			\Default Work Unit\Mother_Footsteps\Play_Stone_Run	
	1520255127	Riven_FS_Barn			\Default Work Unit\Riven\Riven_FS_Barn	
	1566956713	Stop_Riven_Search			\Default Work Unit\Riven\Stop_Riven_Search	
	1662521364	RT_Tunnel			\Default Work Unit\Ambiances\RT_Tunnel	
	1815118850	Riven_Chase			\Default Work Unit\Riven\Riven_Chase	
	1835832625	Pull_Board			\Default Work Unit\Interactions\Pull_Board	
	1949207583	Mother_ClosetOpen			\Default Work Unit\Interactions\Mother_ClosetOpen	
	1987400100	Scry_Equip01			\Default Work Unit\UI\Scrying_Mirror\Scry_Equip01	
	2279337245	Aura_Idle			\Default Work Unit\Aura\Aura_Idle	
	2537553170	Stop_Aura_Idle			\Default Work Unit\Stop_Aura_Idle	
	2599040456	UI_Crafting			\Default Work Unit\UI\UI_Crafting	
	2765071547	Play_Barn_Run			\Default Work Unit\Mother_Footsteps\Play_Barn_Run	
	2801517852	Riven_Search			\Default Work Unit\Riven\Riven_Search	
	2813559734	Mother_FS_Walk			\Default Work Unit\Mother_Footsteps\Mother_FS_Walk	
	2899351277	Stop_Riven_Chase			\Default Work Unit\Riven\Stop_Riven_Chase	
	2922995564	Riven_Feed			\Default Work Unit\Riven\Riven_Feed	
	2981377429	Ambiance			\Default Work Unit\Ambiances\Ambiance	
	2987241197	Scry_Idle			\Default Work Unit\UI\Scrying_Mirror\Scry_Idle	
	3028833183	Mother_ClosetDoor			\Default Work Unit\Interactions\Mother_ClosetDoor	
	3049685224	Hit_NPC			\Default Work Unit\Combat\Hit_NPC	
	3492312019	Mother_FS_Tunnel			\Default Work Unit\Mother_FS_Tunnel	
	3753599689	UI_Tick			\Default Work Unit\UI\UI_Tick	
	3885665502	Riven_FS_Wetlands			\Default Work Unit\Riven\Riven_FS_Wetlands	
	4052566713	Mother_FS_Wetlands_Walk			\Default Work Unit\Mother_Footsteps\Mother_FS_Wetlands_Walk	
	4074752091	Corpse_Box_Break			\Default Work Unit\Interactions\Corpse_Boxes\Corpse_Box_Break	

Switch Group	ID	Name			Wwise Object Path	Notes
	488413282	Weapon_Combo			\Default Work Unit\Weapon_Combo	
	509377401	floormaterials			\Default Work Unit\floormaterials	
	3942364280	Weapon_Type			\Default Work Unit\Weapon_Type	

Switch	ID	Name	Switch Group			Notes
	774266986	Metal_Wood	Weapon_Combo			
	1598988646	Wood_Wood	Weapon_Combo			
	3839157182	Metal_Metal	Weapon_Combo			
	496769563	Wetlands	floormaterials			
	1216965916	Stone	floormaterials			
	1274655758	Barn	floormaterials			
	3059984139	Tunnel	floormaterials			
	3598975185	Hardwood	floormaterials			
	2058049674	Wood	Weapon_Type			
	2473969246	Metal	Weapon_Type			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3482793261	Craft_LMB_Press			\Default Work Unit\Craft_LMB_Press	

Audio Bus	ID	Name			Wwise Object Path	Notes
	393239870	SFX			\Default Work Unit\Master Audio Bus\SFX	
	436743010	Character			\Default Work Unit\Master Audio Bus\Character	
	2764240573	Combat			\Default Work Unit\Master Audio Bus\Combat	
	2981377429	Ambiance			\Default Work Unit\Master Audio Bus\Ambiance	
	3605787677	Riven			\Default Work Unit\Master Audio Bus\Riven	
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	
	3991942870	Music			\Default Work Unit\Master Audio Bus\Music	

Effect plug-ins	ID	Name	Type				Notes
	113063601	Combat_Hit_Metal02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Combat_Hit_Metal02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Hit_NPC\Weapon_Type\Hit_Metal\Combat_Hit_Metal02		9846
	123789320	Mom_Foot_Stone02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Stone02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Stone\Mom_Foot_Stone02		57540
	127971262	VO_Mother_Attack07	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\VO_Mother_Attack07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\VOX\Mother_Attack\VO_Mother_Attack07		47960
	136533678	SFX_Weapon_Woosh	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_Weapon_Woosh_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\SFX_Weapon_Woosh		30432
	141371425	SFX_Grim_OpenClose04	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_Grim_OpenClose04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\Grimoire\Grim_Open\SFX_Grim_OpenClose04		26030
	142036259	Riven_Discover03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Discover03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Search\Riven_Discover\Riven_Discover03		169676
	151516870	Music_Intro	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Music_Intro_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Grief_Intro_Music\Music_Intro		4320064
	154027442	Combat_Metal_Metal01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Combat_Metal_Metal01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Weapon_Block\Weapon_Metal_Metal\Combat_Metal_Metal01		5448
	156502018	Riven_Attack0406	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Attack0406_45AEB6A8.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Chase\Riven_Attack0406		575480
	170798776	Mom_Foot_Stone04	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Stone04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Stone\Mom_Foot_Stone04		54998
	170875475	SFX_PullBoard02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_PullBoard02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Interactions\Pull_Board\SFX_PullBoard02		292448
	173223687	Wardrobe_Clicks03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Wardrobe_Clicks03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Interactions\Closet\Mother_ClosetOpen\Wardrobe_Clicks03		147322
	177171922	Music_Loop	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Music_Loop_04C70E58.wem		\Actor-Mixer Hierarchy\Default Work Unit\Music\Grief_Intro_Music\Music_Loop		4272064
	181781098	Riven_Vocal01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Vocal01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Search\Riven_Investig8\Riven_Vocalizations\Riven_Vocal01		520450
	190425729	Wardrobe_Clicks02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Wardrobe_Clicks02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Interactions\Closet\Mother_ClosetOpen\Wardrobe_Clicks02		136472
	190427978	Corpse_Box_Push04	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Corpse_Box_Push04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Interactions\Corpse_Box\Push_Corpse_Box\Corpse_Box_Push04		138878
	197392415	SFX_Crunch_Layer01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_Crunch_Layer01_D60ABF3C.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Hit_NPC\Crunch_Layer\SFX_Crunch_Layer01		21082
	209225158	Scry_Idle	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Scry_Equip03_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\Scrying Mirror\Scry_Idle		1020754
	212994889	Riven_Idle02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Idle02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Idle\Riven_Idle02		286820
	219132503	Mother_ClosetDoor02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mother_ClosetDoor02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Interactions\Closet\Mother_ClosetDoor\Mother_ClosetDoor02		135682
	228496813	Combat_Metal_Wood03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Combat_Metal_Wood03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Weapon_Block\Weapon_Wood_Metal\Combat_Metal_Wood03		9624
	251831939	Mom_Foot_Wetlands01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Wetlands01_B1BECE85.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Mother_FS_Wetlands\Mom_Foot_Wetlands01		81904
	264031508	Riven_Feed07	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Feed07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Feed\Riven_Feed07		304014
	264680739	Mom_Foot_Stone01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Stone01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Stone\Mom_Foot_Stone01		57194
	271420193	Riven_Attack0403	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Attack0403_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Chase\Riven_Attack0403		863160
	285550952	Mom_Foot_Wetlands01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Wetlands01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\Footsteps\Riven_FS_Wetlands\Mom_Foot_Wetlands01		81904
	292724300	SFX_PullBoard03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_PullBoard03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Interactions\Pull_Board\SFX_PullBoard03		288388
	300413455	Riven_Vocal02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Vocal02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Search\Riven_Investig8\Riven_Vocalizations\Riven_Vocal02		533988
	300591664	Mom_Foot_Wetlands05	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Wetlands05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\Footsteps\Riven_FS_Wetlands\Mom_Foot_Wetlands05		82538
	303927981	Mom_Foot_Wetlands03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Wetlands03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\Footsteps\Riven_FS_Wetlands\Mom_Foot_Wetlands03		73984
	315608734	Mom_Footsteps_Barn03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Footsteps_Barn03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Barn\Mom_Footsteps_Barn03		66222
	318757445	VO_Mother_Attack05	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\VO_Mother_Attack05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\VOX\Mother_Attack\VO_Mother_Attack05		33790
	330717090	Combat_Hit_Metal04	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Combat_Hit_Metal04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Hit_NPC\Weapon_Type\Hit_Metal\Combat_Hit_Metal04		8392
	337083506	Combat_Metal_Metal05	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Combat_Metal_Metal05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Weapon_Block\Weapon_Metal_Metal\Combat_Metal_Metal05		6488
	339031441	Riven_Idle08	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Idle08_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Idle\Riven_Idle08		868074
	339692572	Mom_Foot_Stone07	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Stone07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Stone\Mom_Foot_Stone07		136596
	345271753	Riven_Idle10	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Idle10_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Idle\Riven_Idle10		595448
	348881156	SFX_Crunch_Layer06	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_Crunch_Layer06_3239C107.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Hit_NPC\Crunch_Layer\SFX_Crunch_Layer06		32210
	349592532	Mom_Foot_Tunnel02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Tunnel02_C7F6BF7F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Mother_FS_Tunnel\Mom_Foot_Tunnel02		82282
	360624438	Mom_Foot_Tunnel01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Tunnel01_F10589E1.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Mother_FS_Tunnel\Mom_Foot_Tunnel01		82474
	364079903	Riven_Vocal03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Vocal03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Search\Riven_Investig8\Riven_Vocalizations\Riven_Vocal03		543858
	366095974	Mother_FT_Barn_Run06	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mother_FT_Barn_Run06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\Footsteps\Riven_FS_Barn\Mother_FT_Barn_Run06		22880
	383980389	Mom_Foot_Stone_Run02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Stone_Run02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Run\Stone_Run\Mom_Foot_Stone_Run02		86000
	403623618	Combat_Metal_Metal03	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Combat_Metal_Metal03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Weapon_Block\Weapon_Metal_Metal\Combat_Metal_Metal03		5342
	408277320	Mom_Foot_Wetlands02	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Mom_Foot_Wetlands02_E78C35E1.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Mother\Footsteps\Mother_Footsteps_Walk\Mother_FS_Wetlands\Mom_Foot_Wetlands02		75714
	427174688	Riven_Attack0401	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Attack0401_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Chase\Riven_Attack0401		876464
	429294266	Riven_Idle14	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\Riven_Idle14_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Characters\Riven\Riven\VOX\Riven_Idle\Riven_Idle14		853886
	433349464	SFX_Wood_Hit_Stun01	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_Wood_Hit_Stun01_92DE5963.wem		\Actor-Mixer Hierarchy\Default Work Unit\Combat\Hit_NPC\Weapon_Type\Hit_Wood\SFX_Wood_Hit_Stun01		23324
	437406561	SFX_Craft_Effigy04	D:\Gehenna\Gehenna\Content\Gehenna_WwiseProject\.cache\Windows\SFX\SFX_Craft_Effigy04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\UI\Crafting\Crafting\SFX_Craft_Effigy04		191942
